Network,Station,CoveredEpicentralDistances,UncoveredEpicentralDistances,EpiDistRatio,Accepted,faceLon,faceLat,AcceptedNumeric,nrec,BazRatio,AvgSNR
CC,UNFR,14,47,0.229508196721311,No,-122.3,46.3,0,14,0.03601108033241,16.8652523953859
CC,USFR,5,56,0.0819672131147541,No,-122.2,46.2,0,7,0.0166204986149584,9.99286800464688
CC,VALT,38,23,0.622950819672131,No,-122.2,46.2,0,71,0.116343490304709,12.5514825517341
CC,VOIT,12,49,0.19672131147541,No,-122.0,47.0,0,15,0.038781163434903,14.4802790538823
CC,WIFE,18,43,0.295081967213115,No,-121.8,44.1,0,36,0.0526315789473684,12.2269719462635
CC,WIZ,2,59,0.0327868852459016,No,-122.1,42.9,0,2,0.0055401662049861,7.2213797035812
CC,YOCR,12,49,0.19672131147541,No,-121.7,45.4,0,14,0.0277008310249307,15.6491290779621
CI,ADO,51,10,0.836065573770492,No,-117.4,34.6,0,124,0.18005540166205,10.5926584676565
CI,AGA,5,56,0.0819672131147541,No,-116.4,33.6,0,5,0.0138504155124654,14.783182847795
CI,ARV,60,1,0.983606557377049,No,-118.8,35.1,0,272,0.263157894736842,12.7169765597515
CI,BAR,57,4,0.934426229508197,No,-116.7,32.7,0,184,0.240997229916898,13.2750820602798
CI,BBR,60,1,0.983606557377049,No,-116.9,34.3,0,248,0.268698060941828,12.2379499639585
CI,BC3,58,3,0.950819672131147,No,-115.5,33.7,0,232,0.249307479224377,13.7396077683006
CI,BCC,2,59,0.0327868852459016,No,-117.3,33.6,0,2,0.0055401662049861,11.3999354401458
CI,BEL,57,4,0.934426229508197,Yes,-116.0,34.0,1,265,0.271468144044321,13.0072882934041
CI,BFS,57,4,0.934426229508197,Yes,-117.7,34.2,1,245,0.254847645429363,12.98005985815
CI,CWC,54,7,0.885245901639344,No,-118.1,36.4,0,201,0.224376731301939,13.0219886693372
CI,DAN,60,1,0.983606557377049,No,-115.4,34.6,0,303,0.257617728531856,13.4553835107588
CI,DEC,52,9,0.852459016393443,No,-118.3,34.3,0,150,0.227146814404432,11.4605600799015
CI,DGR,57,4,0.934426229508197,No,-117.0,33.7,0,277,0.254847645429363,14.5580204059236
CI,DJJ,44,17,0.721311475409836,No,-118.5,34.1,0,108,0.163434903047091,11.9212255527753
CI,DRE,1,60,0.0163934426229508,No,-115.4,32.8,0,1,0.002770083102493,48.8315980905221
CI,DVT,26,35,0.426229508196721,No,-116.1,32.7,0,35,0.0775623268698061,12.3588106294719
CI,EDW,3,58,0.0491803278688525,No,-118.0,34.9,0,3,0.0083102493074792,7.65413827885279
CI,EDW2,59,2,0.967213114754098,Yes,-118.0,34.9,1,346,0.307479224376731,13.5808836854181
CI,EML,6,55,0.0983606557377049,No,-116.8,32.9,0,8,0.0221606648199446,11.4315377426495
CI,FMP,55,6,0.901639344262295,No,-118.3,33.7,0,146,0.202216066481994,10.8210198785603
CI,FUR,60,1,0.983606557377049,No,-116.9,36.5,0,300,0.260387811634349,12.514112275967
CI,GLA,61,0,1.0,No,-114.8,33.1,0,429,0.307479224376731,14.5357417973981
CI,GOR,11,50,0.180327868852459,No,-117.2,33.2,0,15,0.03601108033241,13.7151098649097
CI,GRA,59,2,0.967213114754098,No,-117.4,37.0,0,347,0.271468144044321,12.3159926971019
CI,GSC,58,3,0.950819672131147,No,-116.8,35.3,0,222,0.25207756232687,13.4987578573314
CI,HEC,60,1,0.983606557377049,No,-116.3,34.8,0,365,0.282548476454294,12.9967994321303
CI,IBP,2,59,0.0327868852459016,No,-116.1,32.7,0,2,0.0055401662049861,5.58877291353735
CI,IKP,44,17,0.721311475409836,No,-116.1,32.7,0,83,0.141274238227147,12.3844848902803
CI,IRM,59,2,0.967213114754098,No,-115.1,34.2,0,344,0.279778393351801,14.5143053957625
CI,JCS,42,19,0.688524590163934,Yes,-116.6,33.1,1,72,0.127423822714681,14.3121621211549
CI,LGU,49,12,0.80327868852459,No,-119.1,34.1,0,116,0.174515235457064,12.6568405833949
CI,LKL,2,59,0.0327868852459016,No,-117.8,34.6,0,2,0.0055401662049861,7.48058779525607
CI,LRL,56,5,0.918032786885246,No,-117.7,35.5,0,192,0.229916897506925,12.4989130236327
CI,MLAC,60,1,0.983606557377049,No,-118.8,37.6,0,711,0.376731301939058,13.848744980266
CI,MPM,60,1,0.983606557377049,No,-117.5,36.1,0,385,0.315789473684211,14.5680046416545
CI,MPP,54,7,0.885245901639344,No,-119.8,34.9,0,178,0.246537396121884,12.9306934843287
CI,MUR,55,6,0.901639344262295,Yes,-117.2,33.6,1,206,0.243767313019391,12.6553269153903
CI,MWC,54,7,0.885245901639344,No,-118.1,34.2,0,142,0.193905817174515,12.0293822739946
CI,NEE,14,47,0.229508196721311,No,-114.6,34.8,0,20,0.038781163434903,8.38620569827154
CI,NEE2,56,5,0.918032786885246,Yes,-114.6,34.8,1,172,0.207756232686981,13.7699520702294
CI,NSS,1,60,0.0163934426229508,No,-115.9,33.6,0,1,0.002770083102493,2.89963558585618
CI,OSI,59,2,0.967213114754098,No,-118.7,34.6,0,240,0.238227146814404,12.0973485079208
CI,PDM,57,4,0.934426229508197,No,-114.1,34.3,0,176,0.193905817174515,13.6333625538273
CI,RCT,40,21,0.655737704918033,No,-119.2,36.3,0,79,0.141274238227147,10.6002185035006
CI,RRX,56,5,0.918032786885246,No,-117.0,34.9,0,238,0.263157894736842,12.5534151567654
CI,SBC,54,7,0.885245901639344,No,-119.7,34.4,0,150,0.21606648199446,10.695674002402
CI,SCI2,30,31,0.491803278688525,No,-118.5,33.0,0,54,0.121883656509695,10.4784955165357
CI,SCZ2,51,10,0.836065573770492,No,-119.6,34.0,0,114,0.177285318559557,12.1198255625731
CI,SDP,9,52,0.147540983606557,No,-120.5,34.6,0,10,0.0277008310249307,11.5997418751647
CI,SDR,7,54,0.114754098360656,No,-116.9,32.7,0,9,0.0221606648199446,8.23220528664501
CI,SHO,58,3,0.950819672131147,No,-116.3,35.9,0,319,0.279778393351801,12.6539994623573
CI,SLA,26,35,0.426229508196721,No,-117.3,35.9,0,65,0.113573407202216,13.0979488743572
CI,SMM,55,6,0.901639344262295,No,-120.0,35.3,0,219,0.25207756232687,11.9932958611432
CI,SNCC,36,25,0.590163934426229,No,-119.5,33.2,0,56,0.10803324099723,11.5902868445232
CI,SPG,1,60,0.0163934426229508,No,-118.8,36.1,0,1,0.002770083102493,11.9373212395473
CI,SWS,58,3,0.950819672131147,No,-115.8,32.9,0,181,0.224376731301939,11.5249939628094
CI,TIN,61,0,1.0,No,-118.2,37.1,0,347,0.290858725761773,12.2632427473153
CI,TUQ,59,2,0.967213114754098,No,-115.9,35.4,0,259,0.246537396121884,13.0323457064366
CI,VES,56,5,0.918032786885246,No,-119.1,35.8,0,179,0.213296398891967,12.403605303008
CI,VOG,25,36,0.409836065573771,No,-119.4,36.3,0,39,0.0803324099722992,11.1221157392111
CI,VTV,36,25,0.590163934426229,Yes,-117.3,34.6,1,58,0.119113573407202,11.9074183735273
CI,WER,1,60,0.0163934426229508,No,-119.0,35.1,0,1,0.002770083102493,2.62508039388904
CN,DAWY,50,11,0.819672131147541,Yes,-139.4,64.1,1,212,0.277008310249307,15.7687922930291
CN,DLBC,54,7,0.885245901639344,No,-130.0,58.4,0,152,0.213296398891967,17.271829733288
CN,GAC,16,45,0.262295081967213,No,-75.5,45.7,0,27,0.0554016620498615,14.0354625557067
CN,GGN,11,50,0.180327868852459,Yes,-66.8,45.1,1,16,0.0304709141274238,13.2207150270906
CN,INK,61,0,1.0,Yes,-133.5,68.3,1,585,0.434903047091413,15.2114891610022
CN,KGNO,11,50,0.180327868852459,No,-76.5,44.2,0,20,0.03601108033241,14.8311993264874
CN,LMN,7,54,0.114754098360656,Yes,-64.8,45.9,1,12,0.0277008310249307,12.3701487302264
CN,LMQ,4,57,0.0655737704918033,No,-70.3,47.5,0,5,0.0110803324099723,13.1274111717153
CN,LZB,8,53,0.131147540983607,No,-123.8,48.6,0,10,0.0277008310249307,9.15983819340979
CN,MNTQ,9,52,0.147540983606557,No,-73.6,45.5,0,11,0.0193905817174515,13.9992138519463
CN,PGC,10,51,0.163934426229508,No,-123.5,48.6,0,18,0.0332409972299169,12.8768263477669
CN,SADO,17,44,0.278688524590164,No,-79.1,44.8,0,41,0.0637119113573407,12.9754404620914
CN,SNB,3,58,0.0491803278688525,No,-123.2,48.8,0,3,0.0083102493074792,8.32945310043631
CN,VLDQ,10,51,0.163934426229508,No,-77.8,48.2,0,17,0.0304709141274238,11.6381833092098
CN,WALA,15,46,0.245901639344262,Yes,-113.9,49.1,1,28,0.0443213296398892,14.3954795811595
CN,WHY,60,1,0.983606557377049,No,-134.9,60.7,0,447,0.346260387811634,14.6301842827699
GS,CVRD,1,60,0.0163934426229508,No,-77.8,38.1,0,1,0.002770083102493,3.71744881720761
GS,PTRD,3,58,0.0491803278688525,No,-77.6,38.1,0,3,0.0083102493074792,3.18602948421889
GS,SPFD,1,60,0.0163934426229508,No,-77.5,38.1,0,1,0.002770083102493,3.48714494480953
IM,TKL,19,42,0.311475409836066,Yes,-83.8,35.7,1,62,0.0803324099722992,12.1809606692741
IU,CCM,61,0,1.0,No,-91.2,38.1,0,718,0.199445983379501,15.0291911723739
IU,COR,21,40,0.344262295081967,Yes,-123.3,44.6,1,279,0.0941828254847645,12.263997237819
IU,DWPF,50,11,0.819672131147541,No,-81.4,28.1,0,317,0.124653739612188,13.928558608362
IU,HRV,57,4,0.934426229508197,Yes,-71.6,42.5,1,832,0.321329639889197,16.816058025151
IU,MBWA,52,9,0.852459016393443,No,,,0,1292,0.357340720221607,13.9209867073519
IU,RAIO,2,59,0.0327868852459016,Yes,-122.9,46.0,1,2,0.0055401662049861,19.5117336668946
IU,WCI,53,8,0.868852459016393,No,-86.3,38.2,0,319,0.204986149584488,14.6667193574851
IU,WVT,56,5,0.918032786885246,No,-87.8,36.1,0,466,0.182825484764543,15.177406612266
IW,DCID1,9,52,0.147540983606557,Yes,-111.2,43.6,1,13,0.0304709141274238,14.338100315105
IW,DLMT,21,40,0.344262295081967,No,-112.6,45.4,0,84,0.07202216066482,13.0000301285107
IW,FLWY,21,40,0.344262295081967,No,-110.7,44.1,0,75,0.074792243767313,15.9249783619207
IW,FXWY,21,40,0.344262295081967,No,-111.0,43.6,0,72,0.0831024930747922,15.917549910671
IW,IMW,21,40,0.344262295081967,No,-110.9,43.9,0,96,0.0886426592797784,15.8994621789083
IW,LOHW,21,40,0.344262295081967,Yes,-110.6,43.6,1,86,0.0775623268698061,13.2535270488773
IW,MFID,20,41,0.327868852459016,Yes,-115.8,43.4,1,69,0.07202216066482,15.4145047715045
IW,MOOW,21,40,0.344262295081967,No,-110.7,43.7,0,86,0.074792243767313,13.9329480108089
IW,PHWY,19,42,0.311475409836066,Yes,-105.5,41.3,1,55,0.0803324099722992,16.9162470378531
IW,PLID,18,43,0.295081967213115,No,-116.0,45.1,0,44,0.0637119113573407,19.467010907834
IW,REDW,21,40,0.344262295081967,No,-110.9,43.4,0,89,0.0886426592797784,13.0169434019572
IW,RRI2,17,44,0.278688524590164,No,-111.3,43.3,0,35,0.0470914127423823,12.7184515320542
IW,RWWY,19,42,0.311475409836066,No,-107.2,41.7,0,51,0.074792243767313,16.0722123335459
IW,SMCO,20,41,0.327868852459016,No,-107.0,39.2,0,52,0.0609418282548476,12.6055150939531
IW,SNOW,19,42,0.311475409836066,No,-110.8,43.5,0,87,0.0803324099722992,14.6195782965018
IW,TPAW,20,41,0.327868852459016,Yes,-111.0,43.5,1,78,0.0831024930747922,12.4555805040659
LD,ACCN,18,43,0.295081967213115,Yes,-73.7,43.4,1,43,0.0664819944598338,13.4247393994532
LD,ALLY,16,45,0.262295081967213,Yes,-80.1,41.6,1,24,0.0498614958448753,14.5012795462426
LD,ASNY,8,53,0.131147540983607,No,-73.8,44.4,0,11,0.0277008310249307,16.4160842612547
LD,BMNY,15,46,0.245901639344262,No,-74.5,44.8,0,24,0.0470914127423823,14.8437791906853
LD,BNY,1,60,0.0163934426229508,No,-76.0,42.1,0,1,0.002770083102493,5.12276776458564
LD,BRNJ,16,45,0.262295081967213,Yes,-74.6,40.7,1,41,0.0609418282548476,13.9496531643469
LD,BRNY,14,47,0.229508196721311,Yes,-74.0,41.4,1,28,0.0526315789473684,13.001156310992
LD,CCNY,11,50,0.180327868852459,No,-78.9,42.9,0,18,0.0304709141274238,11.6548088680295
LD,CFNY,7,54,0.114754098360656,No,-75.1,44.2,0,7,0.0193905817174515,13.1125666157363
LD,CONY,3,58,0.0491803278688525,No,-74.5,42.7,0,3,0.0055401662049861,8.58655213561101
LD,CPNY,14,47,0.229508196721311,Yes,-74.0,40.8,1,28,0.0470914127423823,12.0788071336751
LD,CTNY,1,60,0.0163934426229508,No,-75.6,44.0,0,1,0.002770083102493,9.50333512252132
LD,CUNY,1,60,0.0163934426229508,No,-73.8,40.7,0,1,0.002770083102493,3.54070462503698
LD,FMPA,3,58,0.0491803278688525,No,-76.3,40.0,0,4,0.0110803324099723,14.6862046171144
LD,FOR,16,45,0.262295081967213,Yes,-73.9,40.9,1,42,0.0637119113573407,12.3020791024411
LD,FRNY,14,47,0.229508196721311,Yes,-73.6,44.8,1,30,0.0498614958448753,14.7612347987114
LD,GCMD,6,55,0.0983606557377049,Yes,-79.3,39.6,1,7,0.0193905817174515,6.81903688230717
LD,GEDE,7,54,0.114754098360656,No,-75.6,39.8,0,10,0.0221606648199446,8.59883179720131
LD,GENY,1,60,0.0163934426229508,No,-77.8,42.8,0,1,0.002770083102493,17.9926216170924
LD,HCNY,20,41,0.327868852459016,Yes,-74.4,42.7,1,52,0.074792243767313,13.465746158752
LD,KSCT,14,47,0.229508196721311,No,-73.5,41.7,0,29,0.0470914127423823,11.7026616248197
LD,KSPA,13,48,0.213114754098361,Yes,-75.8,41.6,1,30,0.0470914127423823,11.3705710638784
LD,LOZ,2,59,0.0327868852459016,No,-74.6,44.6,0,2,0.0055401662049861,2.53678367815161
LD,LUPA,9,52,0.147540983606557,No,-75.4,40.6,0,11,0.0277008310249307,11.4245633782485
LD,MCVT,11,50,0.180327868852459,No,-73.0,44.0,0,18,0.0332409972299169,16.6032075150264
LD,MIDE,2,59,0.0327868852459016,No,-75.3,38.9,0,3,0.0083102493074792,2.6086320458475
LD,MMNY,3,58,0.0491803278688525,Yes,-77.9,42.7,1,3,0.0083102493074792,9.50323985379927
LD,MVL,13,48,0.213114754098361,No,-76.4,40.0,0,20,0.0415512465373961,15.0403413612282
LD,NCB,16,45,0.262295081967213,Yes,-74.2,44.0,1,34,0.0692520775623269,17.3658196619925
LD,NPNY,17,44,0.278688524590164,Yes,-74.1,41.8,1,37,0.0526315789473684,10.4077782315667
LD,ODNJ,14,47,0.229508196721311,No,-74.6,41.1,0,30,0.0415512465373961,12.0901547982761
LD,PAL,57,4,0.934426229508197,Yes,-73.9,41.0,1,260,0.307479224376731,13.3480013788482
LD,PANJ,16,45,0.262295081967213,No,-74.7,40.4,0,35,0.0470914127423823,13.2434138010404
LD,PRNY,7,54,0.114754098360656,Yes,-76.5,42.5,1,12,0.0277008310249307,16.7852088818704
LD,PTN,7,54,0.114754098360656,No,-75.0,44.6,0,9,0.0221606648199446,15.0558181783629
LD,PTNY,8,53,0.131147540983607,No,-75.0,44.6,0,9,0.0193905817174515,8.91313749238953
LD,SDMD,29,32,0.475409836065574,No,-76.8,39.4,0,49,0.0941828254847645,12.0987891963184
LD,TRNY,8,53,0.131147540983607,No,-74.2,41.1,0,11,0.0277008310249307,11.2847356278343
LD,UCCT,10,51,0.163934426229508,No,-72.2,41.8,0,12,0.0304709141274238,12.5814328285957
LD,UNH,9,52,0.147540983606557,No,-70.9,43.1,0,11,0.0193905817174515,11.0735607744289
LD,WADE,2,59,0.0327868852459016,Yes,-75.2,38.7,1,2,0.0055401662049861,5.30379389378124
LD,WCNY,13,48,0.213114754098361,No,-75.7,44.0,0,29,0.0470914127423823,16.2755776447909
LD,WUPA,9,52,0.147540983606557,No,-75.6,39.9,0,15,0.0249307479224377,9.8298311430467
LD,WVNY,16,45,0.262295081967213,Yes,-78.6,42.4,1,26,0.0415512465373961,12.418526120698
N4,060A,6,55,0.0983606557377049,No,-80.4,27.0,0,8,0.0166204986149584,20.03307987807
N4,061Z,17,44,0.278688524590164,No,-80.9,25.9,0,20,0.0415512465373961,12.3491317379543
N4,143B,27,34,0.442622950819672,No,-91.4,32.7,0,46,0.074792243767313,13.6702826825493
N4,146B,23,38,0.377049180327869,Yes,-89.1,32.6,1,30,0.0554016620498615,12.1707367607602
N4,152A,24,37,0.39344262295082,No,-84.7,32.7,0,35,0.0637119113573407,13.6889102001653
N4,154A,11,50,0.180327868852459,No,-83.1,32.6,0,13,0.0304709141274238,10.1834337747211
N4,237B,26,35,0.426229508196721,Yes,-95.8,32.0,1,36,0.074792243767313,8.9580434242015
N4,250A,29,32,0.475409836065574,No,-86.3,32.0,0,42,0.0831024930747922,15.5320234968558
N4,255A,7,54,0.114754098360656,Yes,-82.5,31.9,1,9,0.0193905817174515,12.7872620397545
N4,257A,13,48,0.213114754098361,No,-81.0,32.0,0,20,0.0415512465373961,15.1376856928827
N4,342B,13,48,0.213114754098361,No,-92.3,31.4,0,16,0.03601108033241,10.6796854021215
N4,344B,9,52,0.147540983606557,No,-90.7,31.5,0,14,0.0332409972299169,8.48782822894802
N4,346B,16,45,0.262295081967213,No,-89.5,31.4,0,21,0.0470914127423823,13.1941748237934
N4,352A,7,54,0.114754098360656,No,-84.9,31.5,0,8,0.0221606648199446,10.5621550151103
N4,441B,15,46,0.245901639344262,No,-93.2,30.7,0,18,0.03601108033241,11.3253376492604
N4,451A,5,56,0.0819672131147541,Yes,-85.7,30.6,1,5,0.0138504155124654,10.8577311949121
N4,456A,4,57,0.0655737704918033,Yes,-82.0,30.7,1,4,0.0083102493074792,12.5387381625589
N4,545B,5,56,0.0819672131147541,No,-90.5,30.0,0,5,0.0138504155124654,7.14814506153507
N4,553A,3,58,0.0491803278688525,Yes,-84.4,30.2,1,4,0.0083102493074792,12.1240550445807
N4,656A,22,39,0.360655737704918,Yes,-82.5,29.4,1,24,0.0470914127423823,14.5609885250467
N4,735B,21,40,0.344262295081967,No,-97.8,28.9,0,31,0.0637119113573407,12.0559752409472
N4,ABTX,8,53,0.131147540983607,No,-99.6,32.6,0,8,0.0193905817174515,26.4852688984091
N4,B35B,25,36,0.409836065573771,No,-93.7,48.4,0,35,0.0858725761772853,17.188044072574
N4,BGNE,5,56,0.0819672131147541,Yes,-98.2,41.4,1,5,0.0138504155124654,30.191573907207
N4,D32B,25,36,0.409836065573771,No,-97.0,47.1,0,37,0.07202216066482,17.5856097047438
N4,D41A,25,36,0.409836065573771,Yes,-88.6,47.1,1,40,0.0858725761772853,14.5688552645322
N4,D62A,16,45,0.262295081967213,No,-69.1,47.1,0,27,0.0664819944598338,19.58314401366
N4,E28B,31,30,0.508196721311475,No,-100.7,46.6,0,44,0.0831024930747922,18.2377185929546
N4,E38A,25,36,0.409836065573771,No,-91.6,46.6,0,36,0.0831024930747922,13.7594138885038
N4,E43A,29,32,0.475409836065574,No,-87.0,46.4,0,49,0.0997229916897507,14.8064820872972
N4,E46A,28,33,0.459016393442623,No,-84.3,46.4,0,41,0.0941828254847645,14.1880397097303
N4,E62A,15,46,0.245901639344262,Yes,-69.5,46.6,1,20,0.0470914127423823,14.029282539137
N4,E63A,19,42,0.311475409836066,No,-68.5,46.4,0,24,0.0554016620498615,14.4504760739924
N4,F33B,28,33,0.459016393442623,No,-96.3,45.8,0,36,0.0775623268698061,18.3054882236863
N4,F36B,23,38,0.377049180327869,No,-93.5,45.9,0,30,0.0664819944598338,15.811791764847
N4,F42A,24,37,0.39344262295082,Yes,-88.1,45.8,1,32,0.0692520775623269,17.1019283040657
N4,F62A,14,47,0.229508196721311,No,-70.0,45.9,0,18,0.0443213296398892,12.6745278184477
N4,F63A,20,41,0.327868852459016,No,-69.1,45.7,0,26,0.0637119113573407,16.0826849176591
N4,F64A,24,37,0.39344262295082,Yes,-68.3,45.9,1,28,0.0554016620498615,16.8292809350069
N4,G40A,33,28,0.540983606557377,No,-90.2,45.3,0,53,0.105263157894737,15.1463057431971
N4,G45A,22,39,0.360655737704918,No,-85.7,45.0,0,38,0.074792243767313,15.2387527306792
N4,G62A,20,41,0.327868852459016,Yes,-70.5,45.2,1,32,0.0692520775623269,17.1075092741165
N4,G65A,23,38,0.377049180327869,Yes,-67.6,45.2,1,26,0.0637119113573407,12.6863432475265
N4,H43A,29,32,0.475409836065574,No,-87.8,44.5,0,45,0.0886426592797784,12.6698210077245
N4,H62A,26,35,0.426229508196721,No,-71.2,44.6,0,34,0.074792243767313,15.3729028727775
N4,I37B,27,34,0.442622950819672,No,-93.4,44.0,0,34,0.07202216066482,10.9397301639923
N4,I40B,28,33,0.459016393442623,Yes,-90.6,43.9,1,45,0.0858725761772853,13.0941053862182
N4,I42A,32,29,0.524590163934426,Yes,-88.9,43.9,1,54,0.0997229916897507,14.6616916175046
N4,I45A,19,42,0.311475409836066,No,-86.2,44.0,0,28,0.0554016620498615,12.3034353038384
N4,I49A,20,41,0.327868852459016,No,-82.8,43.9,0,28,0.0692520775623269,15.6160138116437
N4,I62A,24,37,0.39344262295082,No,-71.3,43.9,0,32,0.0803324099722992,13.8782579805668
N4,I63A,24,37,0.39344262295082,No,-70.6,44.1,0,34,0.0775623268698061,15.4489386989689
N4,J47A,28,33,0.459016393442623,No,-84.8,43.2,0,39,0.0803324099722992,14.2942469892615
N4,J54A,23,38,0.377049180327869,No,-78.6,43.3,0,29,0.0637119113573407,15.8802337929961
N4,J55A,28,33,0.459016393442623,No,-77.8,43.3,0,34,0.07202216066482,15.6834014868493
N4,J56A,23,38,0.377049180327869,No,-76.9,43.3,0,31,0.0637119113573407,11.7506911004986
N4,J57A,23,38,0.377049180327869,Yes,-76.0,43.4,1,30,0.07202216066482,17.9458721561919
N4,J58A,19,42,0.311475409836066,Yes,-75.3,43.4,1,29,0.0664819944598338,15.876600356534
N4,J59A,28,33,0.459016393442623,No,-74.5,43.5,0,33,0.0775623268698061,18.3849921262728
N4,J61A,21,40,0.344262295081967,Yes,-72.6,43.3,1,27,0.07202216066482,15.8255131674347
N4,K22A,11,50,0.180327868852459,No,-106.5,42.7,0,12,0.0304709141274238,16.399352443483
N4,K30B,17,44,0.278688524590164,No,-99.6,42.7,0,19,0.0415512465373961,18.7541773151951
N4,K31B,30,31,0.491803278688525,No,-98.8,42.6,0,51,0.074792243767313,15.1064766048683
N4,K38B,23,38,0.377049180327869,No,-92.8,42.6,0,31,0.0637119113573407,10.4124611959335
N4,K43A,32,29,0.524590163934426,Yes,-88.3,42.7,1,44,0.074792243767313,14.8587617497414
N4,K50A,20,41,0.327868852459016,No,-82.6,42.8,0,23,0.0554016620498615,13.8462746834722
N4,K57A,26,35,0.426229508196721,No,-76.5,42.7,0,38,0.074792243767313,16.5098579008594
N4,K62A,22,39,0.360655737704918,Yes,-72.2,42.7,1,29,0.07202216066482,16.8049786221672
N4,KMSC,1,60,0.0163934426229508,No,-81.3,35.1,0,1,0.002770083102493,5.43022648192163
N4,KSCO,7,54,0.114754098360656,No,-102.6,39.0,0,7,0.0193905817174515,23.6197308689626
N4,L34B,39,22,0.639344262295082,No,-96.4,42.0,0,59,0.0941828254847645,17.0236214534489
N4,L42A,25,36,0.409836065573771,Yes,-89.7,42.0,1,35,0.074792243767313,12.7942501679786
N4,L46A,21,40,0.344262295081967,No,-86.3,42.0,0,29,0.0692520775623269,12.8332671456612
N4,L48A,27,34,0.442622950819672,Yes,-84.4,41.9,1,36,0.07202216066482,12.7784585974114
N4,L56A,28,33,0.459016393442623,No,-77.6,42.1,0,39,0.0858725761772853,15.3995007359273
N4,L59A,27,34,0.442622950819672,No,-75.0,42.2,0,40,0.0886426592797784,15.3426774368251
N4,L64A,21,40,0.344262295081967,No,-70.8,41.9,0,27,0.07202216066482,15.0975609990299
N4,M44A,22,39,0.360655737704918,Yes,-88.0,41.4,1,33,0.07202216066482,14.0323354103812
N4,M50A,18,43,0.295081967213115,No,-83.0,41.4,0,20,0.038781163434903,16.1339641504626
N4,M52A,19,42,0.311475409836066,No,-81.4,41.5,0,23,0.0498614958448753,14.0862922351353
N4,M55A,22,39,0.360655737704918,Yes,-78.8,41.5,1,27,0.0637119113573407,15.5813431813447
N4,M57A,29,32,0.475409836065574,No,-77.1,41.3,0,38,0.0858725761772853,15.6921097010075
N4,M63A,25,36,0.409836065573771,Yes,-72.0,41.4,1,34,0.07202216066482,15.8453411818122
N4,MDND,6,55,0.0983606557377049,No,-99.6,47.8,0,6,0.0166204986149584,26.8779122523699
N4,MSTX,7,54,0.114754098360656,No,-102.8,34.0,0,7,0.0193905817174515,23.2730670296949
N4,N33B,26,35,0.426229508196721,No,-97.5,40.7,0,44,0.0692520775623269,13.4019598295255
N4,N35B,36,25,0.590163934426229,No,-95.6,40.9,0,48,0.0775623268698061,14.2622934838138
N4,N38B,30,31,0.491803278688525,No,-93.2,40.8,0,42,0.0775623268698061,14.6425471048646
N4,N41A,32,29,0.524590163934426,No,-90.9,40.7,0,43,0.0692520775623269,13.4392753510472
N4,N47A,25,36,0.409836065573771,No,-85.7,40.9,0,34,0.0664819944598338,13.3641540651661
N4,N49A,28,33,0.459016393442623,No,-84.2,40.9,0,37,0.0554016620498615,15.7523845082628
N4,N51A,23,38,0.377049180327869,No,-82.4,40.9,0,30,0.0637119113573407,12.8823217342558
N4,N53A,23,38,0.377049180327869,No,-80.8,40.8,0,26,0.0609418282548476,14.2451289170211
N4,N58A,29,32,0.475409836065574,No,-76.7,40.8,0,39,0.0775623268698061,16.8522450493681
N4,N62A,18,43,0.295081967213115,No,-73.5,40.9,0,25,0.0692520775623269,12.2034108768342
N4,O20A,10,51,0.163934426229508,No,-108.2,40.1,0,10,0.0277008310249307,20.7360755559833
N4,O44A,20,41,0.327868852459016,No,-88.5,40.2,0,27,0.0609418282548476,12.2015526145693
N4,O49A,25,36,0.409836065573771,No,-84.3,40.2,0,38,0.07202216066482,14.4337972945254
N4,O52A,28,33,0.459016393442623,No,-81.8,40.1,0,38,0.0803324099722992,14.9175825504424
N4,O54A,22,39,0.360655737704918,No,-80.4,40.2,0,26,0.0581717451523546,17.1970637256556
N4,P38B,30,31,0.491803278688525,No,-93.5,39.6,0,41,0.07202216066482,12.8339630467716
